gene_id_model V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12
645452.1.peg.251 92.147 14.988 93.729 67.93 71.73 58.276 43.688 17.779 52.509 82.622 71.436 62.425
645452.1.peg.2679 42.78 30.565 12.19 21.724 22.207 92.196 74.065 12.857 5.549 15.453 4.032 25.443
645452.1.peg.3403 35.563 76.886 80.161 55.217 27.679 4.594 95.061 34.461 64.29 60.718 29.288 39.796
645452.1.peg.1714 30.479 98.3 95.382 4.419 28.926 51.487 2.264 72.102 16.846 22.483 65.084 95.347
645452.1.peg.1715 71.001 18.174 55.952 66.399 28.047 25.145 79.883 30.065 92.454 74.557 91.29 83.127
645452.1.peg.2975 52.386 83.658 18.034 70.332 42.934 82.567 6.439 25.656 29.761 52.341 79.181 94.923
645452.1.peg.734 96.468 47.59 50.767 64.115 75.449 35.034 8.212 43.58 4.886 48.986 78.622 30.187
645452.1.peg.3698 63.213 2.58 27.739 12.973 10.337 82.27 51.81 71.453 64.581 11.017 40.335 64.988
645452.1.peg.1716 78.651 89.968 30.785 20.05 4.944 61.926 45.337 43.983 71.142 76.752 19.796 15.72
645452.1.peg.1713 52.167 26.946 83.522 92.748 76.978 45.409 23.783 92.958 82.513 5.703 20.558 72.079
645452.1.peg.2290 39.798 68.361 36.119 74.165 69.655 97.65 49.009 57.595 18.131 62.407 69.432 64.924
645452.1.peg.2291 97.454 85.484 53.818 35.525 91.602 21.764 24.89 49.976 10.995 80.64 11.964 11.014
645452.1.peg.3451 22.926 70.978 13.601 58.925 24.404 99.286 39.794 13.373 18.856 23.321 20.986 48.796
645452.1.peg.3452 48.325 82.913 2.658 41.596 41.596 41.171 29.874 45.105 42.555 63.423 77.02 70.708
645452.1.peg.2558 60.034 59.622 14.509 9.658 67.902 19.893 77.001 86.672 61.841 65.267 49.212 54.886
645452.1.peg.136 18.911 85.12 5.437 42.353 83.195 47.879 32.177 81.765 31.653 77.243 27.41 4.46
645452.1.peg.48 12.619 64.835 60.59 23.857 19.234 3.092 97.962 32.507 49.643 26.061 8.794 11.185
645452.1.peg.1604 90.883 38.131 81.324 4.927 4.1 53.839 30.609 4.744 58.793 10.758 65.877 42.431
645452.1.peg.1717 99.119 15.382 10.825 1.07 90.09 59.163 2.027 71.598 95.345 97.756 60.521 82.558
645452.1.peg.3164 26.964 96.22 51.567 5.987 65.678 79.7 31.936 63.742 78.977 67.807 37.291 27.697
645452.1.peg.2093 16.568 1.483 21.727 70.862 66.517 36.641 54.648 85.332 99.256 53.657 68.504 21.248
645452.1.peg.2327 52.949 86.802 27.906 23.672 24.912 73.876 58.545 76.971 40.563 77.812 81.009 51.369
645452.1.peg.1700 74.154 4.586 99.944 67.599 41.95 16.31 24.98 84.126 52.174 72.003 21.105 12.171
645452.1.peg.3041 8.25 78.416 91.443 86.818 61.626 20.171 11.388 25.727 74.212 6.103 2.273 25.423
645452.1.peg.3088 24.464 23.813 13.944 11.07 32.402 88.003 55.337 60.987 73.33 89.205 74.994 10.679
645452.1.peg.1967 86.242 94.579 27.653 39.268 82.014 82.469 74.813 83.085 30.404 18.141 6.976 85.219
645452.1.peg.2803 57.708 19.302 79.273 15.503 23.735 80.863 64.411 19.478 88.5 60.303 42.452 1.992
645452.1.peg.2651 83.143 29.053 18.645 43.593 52.104 58.205 14.294 60.733 48.11 19.939 50.024 69.302
645452.1.peg.949 8.379 93.06 89.638 32.034 85.05 3.145 85.874 38.785 70.732 63.375 5.655 92.72
645452.1.peg.271 81.811 28.116 1.236 99.259 92.731 87.621 43.432 66.581 87.512 6.956 99.869 40.401
645452.1.peg.128 85.586 24.058 28.57 41.861 31.684 80.114 59.259 36.438 9.869 3.091 22.898 30.325
645452.1.peg.2638 61.354 80.589 39.519 74.097 79.006 98.354 51.977 62.972 32.331 27.313 83.977 81.168
645452.1.peg.2640 55.636 37.507 30.787 50.1 64.211 31.205 93.873 33.604 63.213 44.892 15.032 92.812
645452.1.peg.3513 31.341 6.068 38.718 88.353 62.528 74.19 61.097 36.846 84.571 32.212 65.683 86.44
645452.1.peg.3373 98.517 7.743 13.408 16.995 65.698 2.065 14.516 67.969 58.793 8.335 54.598 79.83
645452.1.peg.1244 20.29 57.112 71.243 82.489 75.616 61.04 5.273 77.958 28.66 78.878 64.501 84.986
645452.1.peg.2928 4.783 18.733 52.526 38.962 71.105 40.217 64.163 43.098 74.791 42.092 44.547 72.129
645452.1.peg.2759 37.551 95.176 41.484 16.218 75.221 83.251 69.343 35.235 91.126 29.877 86.395 14.424
645452.1.peg.2642 18.991 60.557 45.249 7.738 3.968 28.872 23.487 41.185 22.259 29.858 56.433 79.42
645452.1.peg.2118 63.075 94.006 96.153 8.295 21.673 40.089 2.824 9.599 62.028 82.901 25.713 14.725
645452.1.peg.3369 7.618 48.538 13.175 81.557 71.943 57.821 56.359 79.868 16.635 58.45 14.059 48.66
645452.1.peg.2431 71.792 57.948 23.222 39.455 84.967 44.364 39.778 55.812 41.676 77.222 82.853 29.72
645452.1.peg.2580 19.913 52.428 77.408 99.606 72.712 32.465 33.22 11.118 93.236 86.384 67.594 33.02
645452.1.peg.3472 90.646 12.675 64.936 4.099 93.977 67.488 71.828 47.546 50.273 71.042 68.637 43.28
645452.1.peg.2579 61.319 42.253 14.521 9.917 24.551 95.015 99.402 35.882 11.82 11.864 48.557 60.993
645452.1.peg.2064 89.845 75.252 19.188 83.202 71.756 44.912 71.37 73.211 20.302 14.786 70.377 60.647
645452.1.peg.2048 49.837 6.175 77.481 90.262 21.72 76.316 94.984 5.282 73.727 54.979 59.577 53.584
645452.1.peg.2063 3.681 83.12 88.693 65.651 83.126 27.131 29.845 20.081 64.763 86.793 12.951 34.816
645452.1.peg.2299 95.059 30.975 74.832 91.079 92.633 47.48 93.282 72.212 16.446 51.222 95.887 3.601
645452.1.peg.3006 88.38 6.593 36.532 34.877 82.749 75.13 11.279 9.389 21.165 64.261 56.323 36.624
645452.1.peg.3007 90.735 95.68 39.308 3.542 66.95 5.912 8.353 97.492 59.307 49.997 18.703 15.38
645452.1.peg.26 85.25 64.918 15.291 75.251 34.03 8.312 58.871 77.998 87.411 45.597 80.644 18.605
645452.1.peg.1802 2.373 66.357 67.999 40.036 42.101 84.769 95.193 85.426 14.894 82.566 74.887 22.291
645452.1.peg.1226 14.074 17.358 82.194 97.511 41.106 21.215 1.841 71.365 5.409 36 18.102 93.353
645452.1.peg.398 35.379 74.587 26.032 41.206 30.944 61.065 40.992 1.959 9.319 61.364 73.637 68.008
645452.1.peg.396 24.185 96.271 7.826 39.801 45.368 92.004 6.538 33.309 47.533 21.201 79.498 16.664
645452.1.peg.2581 50.026 20.063 8.56 18.153 57.735 54.332 18.468 9.367 61.211 40.171 70.338 85.426
645452.1.peg.2022 59.035 50.053 36.625 32.024 14.287 74.714 30.841 90.341 54.847 79.351 70.572 82.997
645462.11.peg.6 52.244 17.444 60.718 18.297 64.869 65.424 91.676 48.503 20.897 83.517 15.04 90.95
645462.11.peg.5 49.767 16.596 72.868 84.016 80.291 50.106 78.976 79.832 49.259 79.349 54.264 66.729
645462.11.peg.1386 68.506 92.568 71.108 56.162 92.922 66.289 36.636 10.119 87.835 87.001 85.312 87.863
645462.11.peg.3142 29.103 78.57 22.007 66.707 41.231 13.344 86.182 34.627 42.594 86.756 64.22 68.161
645462.11.peg.2469 38.432 26.749 20.164 43.968 90.018 22.926 83.132 18.549 89.822 90.767 10.756 38.558
645462.11.peg.3377 55.966 96.323 71.13 22.795 65.821 69.601 68.211 74.591 63.231 8.103 94.263 65.407
645462.11.peg.2383 2.06 12.865 25.945 49.624 6.057 58.562 94.845 24.63 17.935 70.337 59.105 25.45
645462.11.peg.2059 54.41 84.517 44.296 24.773 35.964 59.133 24.346 33.04 5.379 36.04 55.276 78.656
645462.11.peg.1171 25.571 81.941 43.515 65.944 26.992 40.011 11.485 54.052 82.088 4.526 69.185 99.226
645462.11.peg.3700 29.847 36.404 99.636 7.066 64.235 54.416 68.272 44.197 8.851 14.987 27.293 43.74
645462.11.peg.3246 29.89 92.239 75.826 13.872 41.431 23.814 37.633 13.925 76.95 47.093 29.522 77.23
645462.11.peg.1218 27.421 29.085 84.021 71.211 51.652 76.926 64.431 2.425 90.671 48.412 65.736 64.592
645462.11.peg.3553 59.436 51.376 22.647 20.001 75.666 12.893 28.854 9.24 45.58 48.097 18.155 90.457
645462.11.peg.1217 31.255 62.417 84.094 22.78 30.214 92.697 30.22 99.722 21.987 34.721 12.11 84.215
645462.11.peg.1196 33.324 38.038 72.185 45.529 46.286 45.273 57.984 2.589 44.729 42.624 97.055 14.658
645462.11.peg.1 30.119 12.875 60.838 37.661 7.99 47.847 9.427 62.609 52.633 42.299 39.257 62.046
645462.11.peg.16 90.205 92.919 77.506 90.794 76.499 98.945 80.161 90.92 50.991 17.361 53.144 46.87
645462.11.peg.360 37.814 37.771 53.35 88.989 30.364 73.833 64.173 82.085 8.322 50.485 54.28 11.567
645462.11.peg.2 57.412 88.067 2.257 36.185 5.012 93.336 55.487 34.135 79.387 29.749 71.72 94.392
645462.11.peg.2580 24.496 76.433 12.774 7.428 41.419 6.153 90.095 40.128 49.236 41.676 86.782 67.49
645462.11.peg.3501 13.67 38.874 61.197 94.559 36.621 35.453 70.624 38.81 50.635 49.381 43.231 92.154
645462.11.peg.3324 30.001 46.538 22.534 55.48 51.18 77.031 23.049 46.463 18.889 58.913 17.271 9.236
645442.1.peg.3548 71.592 62.609 60.793 99.11 59.763 79.295 12.224 44.481 93.905 71.773 96.792 86.972
645442.1.peg.78 52.185 10.472 1.945 68.853 63.518 47.276 1.3 14.464 83.041 86.793 11.4 17.103
645442.1.peg.79 87.735 84.111 63.359 84.56 52.341 86.973 40.763 40.163 20.816 95.461 98.621 5.671
645442.1.peg.74 15.939 39.453 74.355 74.928 10.207 35.438 47.131 8.718 36.523 32.738 43.776 96.889
645442.1.peg.3579 52.42 90.846 15.842 37.244 92.253 17.316 52.857 2.995 4.896 87.793 2.015 87.159
645442.1.peg.45 23.803 77.116 75.897 29.754 79.038 96.433 45.776 54.28 67.339 33.546 88.485 14.619
645442.1.peg.76 5.527 51.245 56.419 47.208 48.966 97.38 3.027 21.292 35.752 63.307 48.138 66.61
645442.1.peg.75 32.777 67.68 97.246 35.848 14.996 87.726 87.515 24.519 41.636 34.12 17.001 85.573
645442.1.peg.3480 40.411 15.062 38.074 11.872 88.321 66.669 39.298 6.599 63.979 59.386 83.836 84.37
645442.1.peg.2221 47.846 42.638 48.475 39.565 97.043 96.145 62.275 85.476 1.122 6.802 31.106 94.41
645442.1.peg.428 87.176 86.5 52.661 66.851 1.669 54.267 53.947 56.447 46.399 32.878 40.204 1.38
645442.1.peg.2572 37.991 74.128 81.792 51.171 79.496 45.824 45.311 32.187 18.99 81.079 7.239 40.561
645442.1.peg.657 87.375 86.758 83.978 70.403 67.616 25.971 60.241 94.823 27.276 95.392 84.226 74.956
645442.1.peg.1060 73.434 93.894 6.651 27.656 8.432 64.518 86.359 70.555 81.928 92.719 51.499 55.334
645442.1.peg.68 15.562 57.999 48.407 63.409 95.359 80.783 20.266 9.663 20.05 47.891 3.523 34.533
645442.1.peg.80 68.134 86.564 51.153 8.584 50.557 51.592 77.777 69.683 15.008 54.864 24.945 37.186
645442.1.peg.2506 83.953 73.588 39.478 32.388 89.785 77.374 22.167 79.174 86.712 46.48 41.519 95.02
645442.1.peg.2120 14.886 23.053 29.598 18.411 61.574 4.766 42.061 90.828 23.292 43.599 2.878 68.676
645442.1.peg.2430 69.88 2.248 9.486 20.448 95.165 29.349 94.706 92.913 8.539 30.02 52.156 18.841
645442.1.peg.99 89.249 23.355 30.643 66.906 50.714 70.195 49.456 77.121 64.477 1.497 44.97 66.415
645442.1.peg.576 50.456 27.676 87.224 20.659 74.073 18.002 86.778 53.032 14.151 7.003 70.509 28.342
645442.1.peg.448 4.065 8.933 30.218 25.214 46.925 81.761 48.839 17.654 45.847 65.225 58.878 54.662
645442.1.peg.3556 69.138 31.45 5.478 17.286 98.291 57.782 39.037 3.478 46.182 82.807 27.468 93.236
645442.1.peg.71 81.232 98.913 98.38 87.006 73.61 53 58.547 35.058 5.459 18.35 16.51 37.011
645442.1.peg.2568 2.253 84.179 28.108 5.813 92.254 57.056 13.759 81.852 2.645 52.049 93.804 36.667
645442.1.peg.2628 67.022 32.635 22.932 92.03 84.015 57.386 35.039 43.235 2.099 38.868 65.996 31.762
645442.1.peg.17 66.307 31.484 66.875 74.836 31.253 12.973 95.773 37.744 10.212 94.114 92.627 56.086
645442.1.peg.57 64.447 73.918 31.247 37.451 40.531 11.694 6.507 74.85 79.639 14.155 8.562 33.233
645442.1.peg.3709 32.153 18.664 73.698 13.798 61.604 12.276 42.854 57.093 18.884 91.072 69.398 32.453
645442.1.peg.18 86.816 9.78 24.792 45.067 65.309 35.755 69.623 64.01 81.242 25.227 7.413 2.707
645442.1.peg.62 26.505 30.116 29.133 64.423 44.151 34.181 95.55 82.589 65.357 1.786 24.854 20.887
645442.1.peg.2455 7.201 61.419 59.484 77.769 34.227 89.906 39.388 21.306 37.787 49.57 78.223 20.028
645442.1.peg.662 97.868 93.076 46.853 98.77 10.088 17.595 70.246 97.801 59.299 81.15 80.439 60.367
645442.1.peg.663 68.966 38.689 9.588 90.513 16.359 48.363 57.745 81.519 22.816 75.931 83.762 70.821
645442.1.peg.976 29.463 57.435 72.099 49.591 92.045 29.026 18.514 1.244 82.608 55.385 69.859 60.998
645442.1.peg.4 51.464 97.548 71.585 4.157 80.131 20.137 81.114 49.147 99.104 15.755 9.165 18.089
645442.1.peg.2747 31.357 50.286 36.578 84.156 1.077 81.468 92.885 7.491 58.371 50.481 99.31 56.844
645442.1.peg.98 63.432 11.156 56.341 39.969 63.361 31.029 56.917 25.953 75.922 22.205 24.792 20.533
645442.1.peg.63 71.76 2.926 29.18 60.541 71.778 65.926 8.864 14.785 59.556 50.243 61.237 84.578
645442.1.peg.42 8.211 74.747 89.524 32.604 9.918 67.687 47.152 74.277 3.164 81.086 81.517 21.009
645442.1.peg.2415 74.162 85.526 95.837 61.393 40.316 16.085 92.23 81.865 75.736 44.048 43.335 12.673
645442.1.peg.3571 1.921 72.273 4.839 49.387 10.21 4.435 57.603 89.05 79.934 96.266 93.454 42.682
645442.1.peg.72 99.555 49.127 32.102 23.92 76.98 49.448 6.185 11.339 78.049 70.709 62.426 67.383
645442.1.peg.261 56.648 9.389 83.29 59.105 85.808 87.736 67.633 16.426 38.046 38.833 25.912 64.429
645442.1.peg.3434 58.868 29.379 33.864 66.298 32.14 14.461 38.674 96.66 26.294 12.041 9.835 64.519
645442.1.peg.83 58.56 86.029 35.373 67.48 64.874 43.871 40.068 8.945 55.717 91.728 22.874 92.708
645442.1.peg.87 61.293 56.78 52.181 20.837 3.028 25.893 26.738 25.033 68.384 6.615 96.819 76.356
645442.1.peg.90 98.726 40.191 85.905 66.163 19.782 21.191 67.136 49.676 39.99 45.485 67.131 34.633
645442.1.peg.2729 20.237 48.799 25.611 29.573 51.928 78.797 89.156 67.702 52.428 96.17 98.524 75.873
645442.1.peg.194 32.117 22.899 29.334 54.947 39.023 41.132 26.021 35.495 96.995 43.49 43.449 54.95
645442.1.peg.43 80.939 1.951 62.36 7.042 22.608 86.828 32.019 41.326 29.176 63.491 96.155 43.428
645442.1.peg.3258 41.2 81.893 16.85 35.675 82.477 34.346 68.247 77.32 2.901 96.618 53.002 93.934
645442.1.peg.61 64.371 46.913 74.955 12.674 16.185 8.115 34.106 11.119 56.519 24.742 78.902 49.176
645442.1.peg.85 68.841 73.741 24.006 99.971 23.177 25.423 82.282 22.298 33.175 13.485 60.727 55.136
645442.1.peg.1228 54.447 9.195 18.656 28.906 26.5 45.287 54.559 62.308 45.451 60.477 62.727 49.42
645442.1.peg.2458 22.614 31.278 58.787 36.68 93.255 71.157 10.172 9.338 43.866 84.852 69.447 47.1
645442.1.peg.2414 95.916 19.626 14.786 61.92 59.184 95.422 21.774 3.844 30.774 57.6 74.138 5.044
645442.1.peg.10 59.069 82.379 76.808 75.162 62.462 9.827 95.028 84.351 74.655 44.139 80.49 55.859
645442.1.peg.3685 43.464 75.376 60.46 92.503 79.853 40.912 16.304 77.451 6.936 53.562 4.703 1.158
645442.1.peg.578 67.477 50.313 57.605 13.249 36.037 79.788 38.344 86.874 76.511 47.875 84.638 29.813
645442.1.peg.179 3.446 30.299 70.646 74.403 61.991 80.662 86.753 47.268 15.444 62.324 92.287 77.512
645442.1.peg.97 57.547 57.054 57.345 4.995 17.522 2.611 98.354 2.6 48.845 83.656 74.667 59.74
645442.1.peg.175 49.084 89.974 29.028 29.001 5.714 36.884 50.698 1.703 49.396 89.409 12.142 62.478
645442.1.peg.12 87.569 64.739 93.577 54.408 87.575 91.757 80.229 25.16 49.823 4.144 38.244 31.086
645442.1.peg.1062 53.01 78.795 57.519 89.687 82.736 36.014 82.891 73.114 77.578 55.321 49.03 37.986
645452.1.peg.3222 80.825 25.204 83.153 42.54 30.639 50.551 4.488 76.501 83.237 7.148 57.47 75.945
645452.1.peg.2503 9.619 23.682 66.871 72.66 63.025 13.323 4.413 99.56 61.481 25.688 78.091 68.864
645452.1.peg.3033 26.728 69.709 77.69 71.044 78.75 76.625 93.65 62.29 76.442 76.386 54.021 23.639
645452.1.peg.1758 79.255 99.418 52.299 28.583 20.359 22.742 17.744 71.119 60.434 42.22 25.098 41.816
645452.1.peg.2153 70.037 8.55 66.82 72.871 25.759 83.842 16.629 99.358 38.328 57.909 40.807 41.954
645452.1.peg.2281 89.569 64.457 94.914 76.874 81.25 73.932 71.445 29.286 8.545 95.259 20.975 23.785
645452.1.peg.1718 1.022 15.873 38.933 86.806 16.1 64.767 84.474 90.009 14.872 30.106 75.548 93.362
645452.1.peg.3050 48.543 41.003 49.041 16.801 48.727 18.793 30.377 6.713 60.261 28.787 75.317 9.132
645452.1.peg.624 77.922 68.428 90.208 69.008 2.213 81.558 72.204 38.81 68.061 1.579 2.652 4.556
645452.1.peg.2451 67.368 39.129 33.304 15.128 26.801 25.694 87.382 26.572 91.506 2.054 25.343 7.469
645452.1.peg.1377 72.652 16.998 2.808 19.902 21.779 96.849 54.838 43.501 96.974 65.901 95.882 49.805
645452.1.peg.1424 11.55 51.914 48.838 51.371 32.243 79.086 83.64 84.858 18.982 98.307 32.834 71.052
645452.1.peg.3708 17.409 29.063 65.132 2.812 60.466 53.296 36.875 98.051 77.741 65.398 25.698 89.435
645452.1.peg.178 38.976 3.726 90.463 96.214 50.987 81.392 43.506 52.614 9.073 46.329 92.605 41.892
645452.1.peg.66 22.371 40.917 15.032 92.421 52.86 4.177 8.826 99.847 82.351 25.647 98.121 95.504
645452.1.peg.169 53.768 97.115 55.374 81.678 27.447 36.854 17.132 19.112 83.018 29.22 48.834 72.674
645452.1.peg.65 5.023 62.719 44.049 69.716 13.904 2.665 72.979 94.568 48.279 59.073 12.852 23.049
645452.1.peg.1220 33.714 64.492 99.368 73.045 22.733 30.215 69.864 44.836 84.356 50.018 93.439 40.404
